,AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17,
,"[u'Shiraiwa, Hiroko', u'Segnini, Rodrigo', u'Woo, Vivian']",Hiroko,female,America,2003,3,Sound Kitchen: Designing a Chemically Controlled Musical Performance,NIME,Rodrigo,male,Vivian,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.96,,,,,,,,,,,,,,,
,"[u'Singer, Eric']",Eric,male,America,2003,1,Sonic Banana: A Novel Bend-Sensor-Based MIDI Controller,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Singer, Eric', u'Larke, Kevin', u'Bianciardi, David']",Eric,male,America,2003,3,LEMUR GuitarBot: MIDI Robotic String Instrument,NIME,Kevin,male,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Traube, Caroline', u'Depalle, Philippe', u'Wanderley, Marcelo M.']",Caroline,female,Canada,2003,3,"Indirect Acquisition of Instrumental Gesture Based on Signal , Physical and Perceptual Information",NIME,Philippe,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,,,,,,,,,,,,,,,
,"[u'Ventura, David', u'Mase, Kenji']",David,male,America,2003,2,Duet Musical Companion: Improvisational Interfaces for Children,NIME,Kenji,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.96,,,,,,,,,,,,,,,,
,"[u'Wilson, Scott', u'Gurevich, Michael', u'Verplank, Bill', u'Stang, Pascal']",Scott,male,America,2003,4,Microcontrollers in Music HCI Instruction: Reflections on our Switch to the Atmel AVR Platform,NIME,Michael,male,Bill,male,Pascal,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.99,,,,,,,,,,,,,,
,"[u'Wright, Matthew', u'Freed, Adrian', u'Momeni, Ali']",Matthew,male,America,2003,3,OpenSound Control: State of the Art 2003,NIME,Adrian,male,Ali,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.97,0.85,,,,,,,,,,,,,,,
,"[u'Young, Diana', u'Essl, Georg']",Diana,female,America,2003,2,HyperPuja: A Tibetan Singing Bowl Controller,NIME,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Young, Diana', u'Serafin, Stefania']",Diana,female,America,2003,2,Playability Evaluation of a Virtual Bowed String Instrument,NIME,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Argo, Mark']",Mark,male,America,2004,1,The Slidepipe: A Timeline-Based Controller for Real-Time Sample Manipulation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Bryan-Kinns, Nick', u'Healey, Patrick G.']",Nick,male,England,2004,2,Daisyphone: Support for Remote Music Collaboration,NIME,Patrick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Burtner, Matthew']",Matthew,male,America,2004,1,A Theory of Modulated Objects for New Shamanic Controller Design,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Coduys, Thierry', u'Henry, Cyrille', u'Cont, Arshia']",Thierry,male,France,2004,3,TOASTER and KROONDE: High-Resolution and High- Speed Real-time Sensor Interfaces,NIME,Cyrille,male,Arshia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.96,0.6,,,,,,,,,,,,,,,
,"[u'Cont, Arshia', u'Coduys, Thierry', u'Henry, Cyrille']",Arshia,female,France,2004,3,Real-time Gesture Mapping in Pd Environment using Neural Networks,NIME,Thierry,male,Cyrille,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.99,0.96,,,,,,,,,,,,,,,
,"[u""D'Arcangelo, Gideon""]",Gideon,male,America,2004,1,"Recycling Music, Answering Back: Toward an Oral Tradition of Electronic Music",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Dannenberg, Roger B.']",Roger,male,America,2004,1,Aura II: Making Real-Time Systems Safe for Music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Fels, Sidney S.', u'Kaastra, Linda', u'Takahashi, Sachiyo', u'Mccaig, Graeme']",Sidney,male,Canada,2004,4,Evolving Tooka: from Experiment to Instrument,NIME,Linda,female,Sachiyo,female,Graeme,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1,1,0.99,,,,,,,,,,,,,,
,"[u""Fl\\'{e}ty, Emmanuel"", u'Leroy, Nicolas', u'Ravarini, Jean-Christophe', u""Bevilacqua, Fr\\'{e}d\\'{e}ric""]",Emmanuel,male,France,2004,4,Versatile Sensor Acquisition System Utilizing Network Technology,NIME,Nicolas,male,Jean-Christophe,male,Frédéric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.99,,,,,,,,,,,,,,
,"[u'Franco, Enrique', u'Griffith, Niall J.', u'Fernstr\\""{o}m, Mikael']",Enrique,male,Ireland,2004,3,Issues for Designing a Flexible Expressive Audiovisual System for Real-time Performance \& Composition,NIME,Niall,male,Mikael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Gaye, Lalya', u'Holmquist, Lars E.']",Lalya,female,Sweden,2004,2,In Duet with Everyday Urban Settings: A User Study of Sonic City,NIME,Lars,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Gerhard, David', u'Hepting, Daryl', u'Mckague, Matthew']",David,male,Canada,2004,3,Exploration of the Correspondence between Visual and Acoustic Parameter Spaces,NIME,Daryl,male,Matthew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.92,1,,,,,,,,,,,,,,,
,"[u'Goto, Suguru', u'Suzuki, Takahiko']",Suguru,male,France,2004,2,"The Case Study of Application of Advanced Gesture Interface and Mapping Interface, Virtual Musical Instrument ""Le SuperPolm"" and Gesture Controller ""BodySuit""",NIME,Takahiko,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Hashida, Tomoko', u'Kakehi, Yasuaki', u'Naemura, Takeshi']",Tomoko,female,Japan,2004,3,Ensemble System with i-trace,NIME,Yasuaki,male,Takeshi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1,1,,,,,,,,,,,,,,,
,"[u'Havel, Christophe', u'Desainte-Catherine, Myriam']",Christophe,male,France,2004,2,Modeling an Air Percussion for Composition and Performance,NIME,Myriam,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Hiraga, Rumi', u'Bresin, Roberto', u'Hirata, Keiji', u'Katayose, Haruhiro']",Rumi,female,Japan,2004,4,Rencon 2004: Turing Test for Musical Expression,NIME,Roberto,male,Keiji,male,Haruhiro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,1,1,1,,,,,,,,,,,,,,
,"[u'Hornof, Anthony J.', u'Sato, Linda']",Anthony,male,America,2004,2,EyeMusic: Making Music with the Eyes,NIME,Linda,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Hughes, Stephen', u'Cannon, Cormac', u""O'Modhrain, Sile""]",Stephen,male,Ireland,2004,3,Epipe : A Novel Electronic Woodwind Controller,NIME,Cormac,male,Sile,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Ishida, Katsuhisa', u'Kitahara, Tetsuro', u'Takeda, Masayuki']",Katsuhisa,male,Japan,2004,3,ism: Improvisation Supporting System based on Melody Correction,NIME,Tetsuro,male,Masayuki,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8,,,,,,,,,,,,,,,
,"[u'Jord\\`{a}, Sergi']",Sergi,male,Spain,2004,1,Digital Instruments and Players: Part I -- Efficiency and Apprenticeship,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Kaltenbrunner, Martin', u'Geiger, G\\""{u}nter', u'Jord\\`{a}, Sergi']",Martin,male,Spain,2004,3,Dynamic Patches for Live Musical Performance,NIME,Günter,male,Sergi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Kapur, Ajay', u'Lazier, Ariel J.', u'Davidson, Philip L.', u'Wilson, Scott', u'Cook, Perry R.']",Ajay,male,Canada,2004,5,The Electronic Sitar Controller,NIME,Ariel,male,Philip,male,Scott,male,Perry,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.66,1,1,0.94,,,,,,,,,,,,,
,"[u'Katayose, Haruhiro', u'Okudaira, Keita']",Haruhiro,male,Japan,2004,2,Using an Expressive Performance Template in a Music Conducting Interface,NIME,Keita,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.93,,,,,,,,,,,,,,,,
,"[u'Kawahara, Hideki', u'Banno, Hideki', u'Morise, Masanori']",Hideki,male,Japan,2004,3,Acappella Synthesis Demonstrations using RWC Music Database,NIME,Hideki,male,Masanori,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Lee, Eric', u'Nakra, Teresa M.', u'Borchers, Jan']",Eric,male,Germany,2004,3,You're The Conductor: A Realistic Interactive Conducting System for Children,NIME,Teresa,female,Jan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6,,,,,,,,,,,,,,,
,"[u'Lew, Michael']",Michael,male,Ireland,2004,1,Live Cinema: Designing an Instrument for Cinema Editing as a Live Performance,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Lippit, Takuro M.']",Takuro,None,America,2004,1,"Realtime Sampling System for the Turntablist, Version 2: 16padjoystickcontroller",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Mandelis, James', u'Husbands, Phil']",James,male,England,2004,2,"Don't Just Play it, Grow it! : Breeding Sound Synthesis and Performance Mappings",NIME,Phil,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Miyashita, Homei', u'Nishimoto, Kazushi']",Homei,None,Japan,2004,2,Thermoscore: A New-type Musical Score with Temperature Sensation,NIME,Kazushi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,,
,"[u'Morris, Geoffrey C.', u'Leitman, Sasha', u'Kassianidou, Marina']",Geoffrey,male,America,2004,3,SillyTone Squish Factory,NIME,Sasha,female,Marina,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.88,0.99,,,,,,,,,,,,,,,
,"[u'Nagashima, Yoichi']",Yoichi,male,Japan,2004,1,Measurement of Latency in Interactive Multimedia Art,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Nelson, Mark', u'Thom, Belinda']",Mark,male,America,2004,2,A Survey of Real-Time MIDI Performance,NIME,Belinda,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u""O'Modhrain, Sile"", u'Essl, Georg']",Sile,male,Ireland,2004,2,PebbleBox and CrumbleBag: Tactile Interfaces for Granular Synthesis,NIME,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Paine, Garth']",Garth,male,Australia,2004,1,Gesture and Musical Interaction : Interactive Engagement Through Dynamic Morphology,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Pashenkov, Nikita']",Nikita,female,Japan,2004,1,"A New Mix of Forgotten Technology: Sound Generation, Sequencing and Performance Using an Optical Turntable",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,
,"[u'Pelletier, Jean-Marc']",Jean-Marc,male,Japan,2004,1,A Shape-Based Approach to Computer Vision Musical Performance Systems,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Poepel, Cornelius']",Cornelius,male,Germany,2004,1,Synthesized Strings for String Players,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
,"[u'Ramakrishnan, Chandrasekhar', u'Freeman, Jason', u'Varnik, Kristjan']",Chandrasekhar,male,Germany,2004,3,"The Architecture of Auracle: a Real-Time, Distributed, Collaborative Instrument",NIME,Jason,male,Kristjan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Serafin, Stefania', u'Young, Diana']",Stefania,female,Denmark,2004,2,Toward a Generalized Friction Controller: from the Bowed String to Unusual Musical Instruments,NIME,Diana,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Sharon, Michael E.']",Michael,male,America,2004,1,The Stranglophone: Enhancing Expressiveness In Live Electronic Music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Shatin, Judith', u'Topper, David']",Judith,female,America,2004,2,Tree Music: Composing with GAIA,NIME,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Sheehan, Brian']",Brian,male,Ireland,2004,1,The Squiggle: A Digital Musical Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'de Silva, Gamhewage C.', u'Smyth, Tamara', u'Lyons, Michael J.']",Gamhewage,None,Japan,2004,3,A Novel Face-tracking Mouth Controller and its Application to Interacting with Bioacoustic Models,NIME,Tamara,female,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,,,,,,,,,,,,,,,
,"[u'Singer, Eric', u'Feddersen, Jeff', u'Redmon, Chad', u'Bowen, Bil']",Eric,male,America,2004,4,LEMUR's Musical Robots,NIME,Jeff,male,Chad,male,Bil,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.91,,,,,,,,,,,,,,
,"[u'Steiner, Hans-Christoph']",Hans-Christoph,male,America,2004,1,StickMusic: Using Haptic Feedback with a Phase Vocoder,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Takahata, Masami', u'Shiraki, Kensuke', u'Sakane, Yutaka', u'Takebayashi, Yoichi']",Masami,female,Japan,2004,4,Sound Feedback for Powerful Karate Training,NIME,Kensuke,male,Yutaka,male,Yoichi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1,1,1,,,,,,,,,,,,,,
,"[u'Talmudi, Assaf K.']",Assaf,male,Netherlands,2004,1,The Decentralized Pianola: Evolving Mechanical Music Instruments using a Genetic Algorithm,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Tanaka, Atau']",Atau,None,France,2004,1,Mobile Music Making,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Torchia, Ryan H.', u'Lippe, Cort']",Ryan,male,America,2004,2,Techniques for Multi-Channel Real-Time Spatial Distribution Using Frequency-Domain Processing,NIME,Cort,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.88,,,,,,,,,,,,,,,,
,"[u'Van Nort, Doug', u'Wanderley, Marcelo M.', u'Depalle, Philippe']",Doug,male,Canada,2004,3,On the Choice of Mappings Based on Geometric Properties,NIME,Marcelo,male,Philippe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Wang, Ge', u'Cook, Perry R.']",Ge,male,America,2004,2,On-the-fly Programming: Using Code as an Expressive Musical Instrument,NIME,Perry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.94,,,,,,,,,,,,,,,,
,"[u'Won, Sook Y.', u'Chan, Humane', u'Liu, Jeremy']",Sook,female,America,2004,3,Light Pipes: A Light Controlled MIDI Instrument,NIME,Humane,None,Jeremy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,None,0.99,,,,,,,,,,,,,,,
,"[u'Young, Diana', u'Fujinaga, Ichiro']",Diana,female,America,2004,2,AoBachi: A New Interface for {Japan}ese Drumming,NIME,Ichiro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Zaborowski, Philippe S.']",Philippe,male,Canada,2004,1,ThumbTec: A New Handheld Input Device,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Allen, Jamie']",Jamie,male,America,2005,1,boomBox,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,
,"[u'Allison, Jesse T.', u'Place, Timothy']",Jesse,male,America,2005,2,Teabox: A Sensor Data Interface System,NIME,Timothy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1,,,,,,,,,,,,,,,,
,"[u'Baird, Kevin C.']",Kevin,male,America,2005,1,Real-Time Generation of Music Notation via Audience Interaction Using Python and {GNU} Lilypond,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u""Barbosa, A\\'lvaro"", u'Cardoso, Jorge', u'Geiger, G\\""{u}nter']",Álvaro,None,Spain,2005,3,Network Latency Adaptive Tempo in the Public Sound Objects System,NIME,Jorge,male,Günter,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,,,,,,,,,,,,,,,
,"[u'Bardos, Laszlo', u'Korinek, Stefan', u'Lee, Eric', u'Borchers, Jan']",Laszlo,male,America,2005,4,Bangarama: Creating Music With Headbanging,NIME,Stefan,male,Eric,male,Jan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.6,,,,,,,,,,,,,,
,"[u'Bencina, Ross']",Ross,male,Spain,2005,1,The Metasurface -- Applying Natural Neighbour Interpolation to Two-to-Many Mapping,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,
,"[u""Bevilacqua, Fr\\'{e}d\\'{e}ric"", u'M\\""{u}ller, R\\\'{e}my', u'Schnell, Norbert']",Frédéric,male,France,2005,3,MnM: a Max/MSP mapping toolbox,NIME,Rémy,male,Norbert,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.73,1,,,,,,,,,,,,,,,
,"[u'Birchfield, David', u'Lorig, David', u'Phillips, Kelly']",David,male,America,2005,3,"Sustainable: a dynamic, robotic, sound installation",NIME,David,male,Kelly,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.94,,,,,,,,,,,,,,,
,"[u'Birnbaum, David', u'Fiebrink, Rebecca', u'Malloch, Joseph', u'Wanderley, Marcelo M.']",David,male,Canada,2005,4,Towards a Dimension Space for Musical Devices,NIME,Rebecca,female,Joseph,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,1,,,,,,,,,,,,,,
,"[u'Blaine, Tina']",Tina,female,America,2005,1,The Convergence of Alternate Controllers and Musical Interfaces in Interactive Entertainment,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Bowen, Adam']",Adam,male,America,2005,1,Soundstone: A {3-D} Wireless Music Controller,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Bowers, John', u'Archer, Phil']",John,male,England,2005,2,"Not Hyper, Not Meta, Not Cyber but Infra-Instruments",NIME,Phil,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Buchla, Don']",Don,male,America,2005,1,A History of Buchla\'s Musical Instruments,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Buxton, Bill']",Bill,male,Canada,2005,1,Causality and Striking the Right Note,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u""C\\'{a}ceres, Juan Pablo"", u'Mysore, Gautham J.', u'Trevi\\~{n}o, Jeffrey']",Juan,male,America,2005,3,{SC}UBA: The Self-Contained Unified Bass Augmenter,NIME,Gautham,male,Jeffrey,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Carlile, Jennifer', u'Hartmann, Bjo\\""rn']",Jennifer,female,America,2005,2,{OR}OBORO: A Collaborative Controller with Interpersonal Haptic Feedback,NIME,Björn,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,,,,,,,,,,,,,,,,
,"[u'Carter, William', u'Liu, Leslie S.']",William,male,America,2005,2,Location33: A Mobile Musical,NIME,Leslie,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.88,,,,,,,,,,,,,,,,
,"[u'Chew, Elaine', u'Francois, Alexander R.', u'Liu, Jie', u'Yang, Aaron']",Elaine,female,America,2005,4,ESP: A Driving Interface for Expression Synthesis,NIME,Alexander,male,Jie,female,Aaron,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.69,1,,,,,,,,,,,,,,
,"[u'Cook, Perry R.']",Perry,male,"Vancouver, BC, Canada",2005,1,Real-Time Performance Controllers for Synthesized Singing,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,
,"[u'Crevoisier, Alain', u'Polotti, Pietro']",Alain,male,Switzerland,2005,2,Tangible Acoustic Interfaces and their Applications for the Design of New Musical Instruments,NIME,Pietro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Dannenberg, Roger B.', u'Brown, Ben', u'Zeglin, Garth', u'Lupish, Ron']",Roger,male,America,2005,4,McBlare: A Robotic Bagpipe Player,NIME,Ben,male,Garth,male,Ron,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,0.98,,,,,,,,,,,,,,
,"[u'Deutscher, Meghan', u'Fels, Sidney S.', u'Hoskinson, Reynald', u'Takahashi, Sachiyo']",Meghan,female,Canada,2005,4,Echology,NIME,Sidney,male,Reynald,male,Sachiyo,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.76,1,1,,,,,,,,,,,,,,
,"[u'Eaton, John', u'Moog, Robert']",John,male,America,2005,2,Multiple-Touch-Sensitive Keyboard,NIME,Robert,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Essl, Georg', u""O'Modhrain, Sile""]",Georg,male,Ireland,2005,2,Scrubber: An Interface for Friction-induced Sounds,NIME,Sile,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u""Fl\\'{e}ty, Emmanuel""]",Emmanuel,male,France,2005,1,The WiSe Box: a Multi-performer Wireless Sensor Interface using {WiFi} and OSC,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Fox, Jesse', u'Carlile, Jennifer']",Jesse,male,America,2005,2,SoniMime: Movement Sonification for Real-Time Timbre Shaping,NIME,Jennifer,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1,,,,,,,,,,,,,,,,
,"[u'Fraietta, Angelo']",Angelo,male,Australia,2005,1,Smart Controller / Bell Garden Demo,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Fraietta, Angelo']",Angelo,male,Australia,2005,1,The Smart Controller Workbench,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Franco, Ivan']",Ivan,male,Portugal,2005,1,The Airstick: A Free-Gesture Controller Using Infrared Sensing,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Funk, Mathias', u'Kuwabara, Kazuhiro', u'Lyons, Michael J.']",Mathias,male,Japan,2005,3,Sonification of Facial Actions for Musical Expression,NIME,Kazuhiro,male,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Guisan, Alain C.']",Alain,male,Switzerland,2005,1,Interactive Sound Installation: INTRIUM,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Gutknecht, Ju\\""rg', u'Clay, Art', u'Frey, Thomas']",Jürg,None,Switzerland,2005,3,GoingPublik: Using Realtime Global Score Synthesis,NIME,Art,male,Thomas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.92,1,,,,,,,,,,,,,,,
,"[u'Hindman, David', u'Kiser, Spencer']",David,male,America,2005,2,Sonictroller,NIME,Spencer,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Huott, Robert']",Robert,male,"Vancouver, BC, Canada",2005,1,Precise Control on Compound Curves,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Janer, Jordi']",Jordi,male,Spain,2005,1,Voice-controlled plucked bass guitar through two synthesis techniques,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Jord\\`{a}, Sergi']",Sergi,male,Spain,2005,1,"Multi-user Instruments: Models, Examples and Promises",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Kim-Boyle, David']",David,male,America,2005,1,Musical Score Generation in Valses and Etudes,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Kobayashi, Shigeru', u'Masayuki, Akamasu']",Shigeru,male,Japan,2005,2,Spinner: A Simple Approach to Reconfigurable User Interfaces,NIME,Akamasu,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,,,,,,,,,,,,,,,,
