AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
"[u'Asbj\\orn Blokkum Fl\\o', u'Hans Wilmers']",Asbjørn,male,"Baton Rouge, Louisiana, USA",2015,2,"Doppelg{\""a}nger: A solenoid-based large scale sound installation.",NIME,Hans,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,,
"[u'Adrian Hazzard', u'Steve Benford', u'Alan Chamberlain', u'Chris Greenhalgh']",Adrian,male,"Baton Rouge, Louisiana, USA",2015,4,Considering musical structure in location-based experiences,NIME,Steve,male,Alan,male,Chris,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.0,1.0,0.93,,,,,,,,,,,,,,
"[u'Basheer Tome', u'Donald Derek Haddad', u'Tod Machover', u'Joseph Paradiso']",Basheer,male,"Baton Rouge, Louisiana, USA",2015,4,MMODM: Massively Multipler Online Drum Machine,NIME,Donald,male,Tod,male,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.99,,,,,,,,,,,,,,
[u'Natasha Barrett'],Natasha,female,"Baton Rouge, Louisiana, USA",2015,1,Creating tangible spatial-musical images from physical performance gestures,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
[u'Jiffer Harriman'],Jiffer,None,"Baton Rouge, Louisiana, USA",2015,1,Start 'em Young: Digital Music Instrument for Education,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
[u'Dario Cazzani'],Dario,male,"Baton Rouge, Louisiana, USA",2015,1,Posture Identification of Musicians Using Non-Intrusive Low-Cost Resistive Pressure Sensors,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Zeyu Jin', u'Reid Oda', u'Adam Finkelstein', u'Rebecca Fiebrink']",Zeyu,None,"Baton Rouge, Louisiana, USA",2015,4,MalLo: A Distributed Synchronized Musical Instrument Designed For Internet Performance,NIME,Reid,male,Adam,male,Rebecca,female,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,1.0,1.0,,,,,,,,,,,,,,
[u'Lauren Hayes'],Lauren,female,"Baton Rouge, Louisiana, USA",2015,1,Enacting Musical Worlds: Common Approaches to using NIMEs within both Performance and Person-Centred Arts Practices,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Nuno N. Correia', u'Atau Tanaka']",Nuno,male,"Baton Rouge, Louisiana, USA",2015,2,Prototyping Audiovisual Performance Tools: A Hackathon Approach,NIME,Atau,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,,
"[u'Peter Bennett', u'Jarrod Knibbe', u'Florent Berthaut', u'Kirsten Cater']",Peter,male,"Baton Rouge, Louisiana, USA",2015,4,Resonant Bits: Controlling Digital Musical Instruments with Resonance and the Ideomotor Effect,NIME,Jarrod,male,Florent,male,Kirsten,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'Antonio Deusany de Carvalho Junior', u'Sang-Won Lee']",Antonio,male,"Baton Rouge, Louisiana, USA",2015,2,Indoor localization during installations using WiFi,NIME,Sang-Won,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,,
"[u'Charles Martin', u'Henry Gardner', u'Ben Swift']",Charles,male,"Baton Rouge, Louisiana, USA",2015,3,Tracking Ensemble Performance on Touch-Screens with Gesture Classification and Transition Matrices,NIME,Henry,male,Ben,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,,
"[u'Beste Filiz Yuksel', u'Daniel Afergan', u'Evan Peck', u'Garth Griffin', u'Lane Harrison', u'Nick Chen', u'Remco Chang', u'Robert Jacob']",Beste,female,"Baton Rouge, Louisiana, USA",2015,8,BRAAHMS: A Novel Adaptive Musical Interface Based on Users' Cognitive State,NIME,Daniel,male,Evan,male,Garth,male,Lane,male,Nick,male,Remco,male,Robert,male,,,,,,,,,,,,,,,,,,,1.0,1.0,0.97,1.0,0.64,0.99,1.0,1.0,,,,,,,,,,
[u'Abram Hindle'],Abram,male,"Baton Rouge, Louisiana, USA",2015,1,Orchestrating Your Cloud Orchestra,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
"[u'Andrew Piepenbrink', u'Matthew Wright']",Andrew,male,"Baton Rouge, Louisiana, USA",2015,2,The Bistable Resonator Cymbal: An Actuated Acoustic Instrument Displaying Physical Audio Effects,NIME,Matthew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Andreas Bergsland', u'Robert Wechsler']",Andreas,male,"Baton Rouge, Louisiana, USA",2015,2,"Composing Interactive Dance Pieces for the MotionComposer, a device for Persons with Disabilities",NIME,Robert,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Brendan McCloskey', u'Brian Bridges', u'Frank Lyons']",Brendan,male,"Baton Rouge, Louisiana, USA",2015,3,Accessibility and dimensionalty: enhanced real-time creative independence for digital musicians with quadriplegic cerebral palsy,NIME,Brian,male,Frank,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"[u'Ajit Nath', u'Samson Young']",Ajit,male,"Baton Rouge, Louisiana, USA",2015,2,VESBALL: A ball-shaped instrument for music therapy,NIME,Samson,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.0,,,,,,,,,,,,,,,,
"[u'Simon Waloschek', u'Aristotelis Hadjakos']",Simon,male,"Baton Rouge, Louisiana, USA",2015,2,Sensors on Stage: Conquering the Requirements of Artistic Experiments and Live Performances,NIME,Aristotelis,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,,
"[u'Andrew McPherson', u'Victor Zappi']",Andrew,male,"Baton Rouge, Louisiana, USA",2015,2,Exposing the Scaffolding of Digital Instruments with Hardware-Software Feedback Loops,NIME,Victor,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Tommy Feldt', u'Sarah Freilich', u'Shaun Mendonsa', u'Daniel Molin', u'Andreas Rau']",Tommy,male,"Baton Rouge, Louisiana, USA",2015,5,"Puff, Puff, Play: A Sip-And-Puff Remote Control for Music Playback",NIME,Sarah,female,Shaun,male,Daniel,male,Andreas,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.98,1.0,1.0,,,,,,,,,,,,,
"[u""Nicolas d'Alessandro"", u'Joe\\""lle Tilmanne', u'Ambroise Moreau', u'Antonin Puleo']",Nicolas,male,"Baton Rouge, Louisiana, USA",2015,4,AirPiano: A Multi-Touch Keyboard with Hovering Control,NIME,Joëlle,None,Ambroise,male,Antonin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,1.0,1.0,,,,,,,,,,,,,,
"[u'Steve Benford', u'Adrian Hazzard', u'Alan Chamberlain', u'Liming Xu']",Steve,male,"Baton Rouge, Louisiana, USA",2015,4,Augmenting a Guitar with its Digital Footprint,NIME,Adrian,male,Alan,male,Liming,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.97,1.0,0.92,,,,,,,,,,,,,,
[u'Sair Sinan Kestelli'],Sair,male,"Baton Rouge, Louisiana, USA",2015,1,Motor Imagery: What Does It Offer for New Digital Musical Instruments?,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,
"[u'Mikkel J\\o rgensen', u'Aske Knudsen', u'Thomas Wilmot', u'Kasper Lund', u'Stefania Serafin', u'Hendrik Purwins']",Mikkel,male,"Baton Rouge, Louisiana, USA",2015,6,A Mobile Music Museum Experience for Children,NIME,Aske,male,Thomas,male,Kasper,male,Stefania,female,Hendrik,male,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,1.0,0.98,0.99,1.0,,,,,,,,,,,,
[u'Thomas Resch'],Thomas,male,"Baton Rouge, Louisiana, USA",2015,1,RWA -- A Game Engine for Real World Audio Games,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Arvid Jense', u'Hans Leeuw']",Arvid,male,"Baton Rouge, Louisiana, USA",2015,2,WamBam: A case study in design for an electronic musical instrument for severely intellectually disabled users,NIME,Hans,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,,
"[u'Florent Berthaut', u'David Coyle', u'James Moore', u'Hannah Limerick']",Florent,male,"Baton Rouge, Louisiana, USA",2015,4,Liveness Through the Lens of Agency and Causality,NIME,David,male,James,male,Hannah,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,1.0,,,,,,,,,,,,,,
[u'Dianne Verdonk'],Dianne,female,"Baton Rouge, Louisiana, USA",2015,1,Visible Excitation Methods: Energy and Expressiveness in Electronic Music Performance,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Jeff Snyder', u'Ryan Johns', u'Charles Avis', u'Gene Kogan', u'Axel Kilian']",Jeff,male,"Baton Rouge, Louisiana, USA",2015,5,Machine Yearning: An Industrial Robotic Arm as a Performance Instrument,NIME,Ryan,male,Charles,male,Gene,male,Axel,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,0.89,0.98,,,,,,,,,,,,,
"[u'Edgar Berdahl', u'Denis Huber']",Edgar,male,"Baton Rouge, Louisiana, USA",2015,2,The Haptic Hand,NIME,Denis,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.93,,,,,,,,,,,,,,,,
"[u'Sang-Won Lee', u'Georg Essl']",Sang-Won,None,"Baton Rouge, Louisiana, USA",2015,2,Web-Based Temporal Typography for Musical Expression and Performance,NIME,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,,,,,,,,,,,,,,,,
"[u'Eric Sheffield', u""Sile O'Modhrain"", u'Michael Gould', u'Brent Gillespie']",Eric,male,"Baton Rouge, Louisiana, USA",2015,4,The Pneumatic Practice Pad,NIME,Sile,male,Michael,male,Brent,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'William Marley', u'Nicholas Ward']",William,male,"Baton Rouge, Louisiana, USA",2015,2,Gestroviser: Toward Collaborative Agency in Digital Musical Instruments.,NIME,Nicholas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Warren Enstr\\""om', u'Josh Dennis', u'Brian Lynch', u'Kevin Schlei']",Warren,male,"Baton Rouge, Louisiana, USA",2015,4,Musical Notation for Multi-Touch Interfaces,NIME,Josh,male,Brian,male,Kevin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'Brennon Bortz', u'Javier Jaimovich', u'Benjamin R. Knapp']",Brennon,male,"Baton Rouge, Louisiana, USA",2015,3,Emotion in Motion: A Reimagined Framework for Biomusical/Emotional Interaction,NIME,Javier,male,Benjamin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"[u'Hsin-Ming Lin', u'Chin-Ming Lin']",Hsin-Ming,None,"Baton Rouge, Louisiana, USA",2015,2,Harmonic Intonation Trainer: An Open Implementation in Pure Data,NIME,Chin-Ming,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,
"[u'Jeronimo Barbosa', u'Joseph Malloch', u'Marcelo Wanderley', u""Ste\\'phane Huot""]",Jeronimo,male,"Baton Rouge, Louisiana, USA",2015,4,What does 'Evaluation' mean for the NIME community?,NIME,Joseph,male,Marcelo,male,Stéphane,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.99,1.0,None,,,,,,,,,,,,,,
"[u'Ian Hattwick', u'Marcelo Wanderley']",Ian,male,"Baton Rouge, Louisiana, USA",2015,2,Interactive Lighting in the Pearl: Considerations and Implementation,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,,
"[u'Richard Graham', u'Brian Bridges']",Richard,male,"Baton Rouge, Louisiana, USA",2015,2,Managing Musical Complexity with Embodied Metaphors,NIME,Brian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Aura Pon', u'Johnty Wang', u'Laurie Radford', u'Sheelagh Carpendale']",Aura,female,"Baton Rouge, Louisiana, USA",2015,4,Womba: A Musical Instrument for an Unborn Child,NIME,Johnty,None,Laurie,female,Sheelagh,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,None,0.94,1.0,,,,,,,,,,,,,,
"[u'Adnan Marquez-Borbon', u'Paul Stapleton']",Adnan,male,"Baton Rouge, Louisiana, USA",2015,2,Fourteen Years of NIME: The Value and Meaning of `Community' in Interactive Music Research,NIME,Paul,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Charles Roberts', u'Matthew Wright', u'JoAnn Kuchera-Morin']",Charles,male,"Baton Rouge, Louisiana, USA",2015,3,Beyond Editing: Extended Interaction with Textual Code Fragments,NIME,Matthew,male,JoAnn,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,,
"[u'Alberto Novello', u'Antoni Rayzhekov']",Alberto,male,"Baton Rouge, Louisiana, USA",2015,2,A prototype for pitched gestural sonification of surfaces using two contact microphones,NIME,Antoni,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
[u'Ozgur Izmirli'],Ozgur,male,"Baton Rouge, Louisiana, USA",2015,1,Framework for Exploration of Performance Space,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Timothy J. Barraclough', u'Dale A. Carnegie', u'Ajay Kapur']",Timothy,male,"Baton Rouge, Louisiana, USA",2015,3,Musical Instrument Design Process for Mobile Technology,NIME,Dale,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.91,0.99,,,,,,,,,,,,,,,
"[u'Rhys Duindam', u'Diemo Schwarz', u'Hans Leeuw']",Rhys,male,"Baton Rouge, Louisiana, USA",2015,3,Tingle: A Digital Music Controller Re-Capturing the Acoustic Instrument Experience,NIME,Diemo,None,Hans,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,None,0.99,,,,,,,,,,,,,,,
"[u'Steven Gelineck', u'Dannie Korsgaard', u'Morten B\\""uchert']",Steven,male,"Baton Rouge, Louisiana, USA",2015,3,Stage- vs. Channel-strip Metaphor - Comparing Performance when Adjusting Volume and Panning of a Single Channel in a Stereo Mix,NIME,Dannie,female,Morten,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.76,1.0,,,,,,,,,,,,,,,
"[u'Cecilia Wu', u'Yoo-Hsiu Yeh', u'Romain Michon', u'Nathan Weitzner', u'Jonathan Abel', u'Matthew Wright']",Cecilia,female,"Baton Rouge, Louisiana, USA",2015,6,Tibetan Singing Prayer Wheel: A Hybrid Musical- Spiritual Instrument Using Gestural Control,NIME,Yoo-Hsiu,None,Romain,male,Nathan,male,Jonathan,male,Matthew,male,,,,,,,,,,,,,,,,,,,,,,,0.99,None,0.99,1.0,1.0,1.0,,,,,,,,,,,,
"[u'Ivan Franco', u'Marcelo Wanderley']",Ivan,male,"Baton Rouge, Louisiana, USA",2015,2,Pratical Evaluation of Synthesis Performance on the Beaglebone Black,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Courtney Brown', u'Sharif Razzaque', u'Garth Paine']",Courtney,female,"Baton Rouge, Louisiana, USA",2015,3,Rawr! A Study in Sonic Skulls: Embodied Natural History,NIME,Sharif,male,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.0,1.0,,,,,,,,,,,,,,,
"[u'Muhammad Hafiz Wan Rosli', u'Karl Yerkes', u'Matthew Wright', u'Timothy Wood', u'Hannah Wolfe', u'Charlie Roberts', u'Anis Haron', u'Fernando Rincon Estrada']",Muhammad,male,"Baton Rouge, Louisiana, USA",2015,8,Ensemble Feedback Instruments,NIME,Karl,male,Matthew,male,Timothy,male,Hannah,female,Charlie,male,Anis,male,Fernando,male,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.79,0.73,1.0,,,,,,,,,,
"[u'Jeff Gregorio', u'David Rosen', u'Michael Caro', u'Youngmoo E. Kim']",Jeff,male,"Baton Rouge, Louisiana, USA",2015,4,Descriptors for Perception of Quality in Jazz Piano Improvisation,NIME,David,male,Michael,male,Youngmoo,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,
[u'Adnan Marquez-Borbon'],Adnan,male,"Baton Rouge, Louisiana, USA",2015,1,But Does it Float? Reflections on a Sound Art Ecological Intervention,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Matthew Blessing', u'Edgar Berdahl']",Matthew,male,"Baton Rouge, Louisiana, USA",2015,2,Textural Crossfader,NIME,Edgar,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
[u'Andres Cabrera'],Andres,male,"Baton Rouge, Louisiana, USA",2015,1,Serverless and Peer-to-peer distributed interfaces for musical control,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Julian Jaramillo Arango', u'Daniel Mel\\`{a}n Giraldo']",Julian,male,"Brisbane, Australia",2016,2,The Smartphone Ensemble. Exploring mobile computer mediation in collaborative musical performance,NIME,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Alfonso Balandra', u'Hironori Mitake', u'Shoichi Hasegawa']",Alfonso,male,"Brisbane, Australia",2016,3,Haptic Music Player---Synthetic audio-tactile stimuli generation based on the notes' pitch and instruments' envelope mapping,NIME,Hironori,None,Shoichi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,1.0,,,,,,,,,,,,,,,
"[u'Alex Baldwin', u'Troels Hammer', u'Edvinas Pechiulis', u'Peter Williams', u'Dan Overholt', u'Stefania Serafin']",Alex,male,"Brisbane, Australia",2016,6,Tromba Moderna: A Digitally Augmented Medieval Instrument,NIME,Troels,male,Edvinas,male,Peter,male,Dan,male,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,0.87,1.0,1.0,1.0,0.98,0.99,,,,,,,,,,,,
"[u'Jan Banas', u'Razvan Paisa', u'Iakovos Vogiatzoglou', u'Francesco Grani', u'Stefania Serafin']",Jan,male,"Brisbane, Australia",2016,5,Design and evaluation of a gesture driven wave field synthesis auditory game,NIME,Razvan,male,Iakovos,male,Francesco,male,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.0,1.0,1.0,0.99,,,,,,,,,,,,,
"[u'Natasha Barrett', u'Alexander Refsum Jensenius']",Natasha,female,"Brisbane, Australia",2016,2,The `Virtualmonium': an instrument for classical sound diffusion over a virtual loudspeaker orchestra,NIME,Alexander,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Mehmet Aydin Baytas', u'Tilbe G\\""Oksun', u'O\\u{g}uzhan \\""{O}zcan']",Mehmet,male,"Brisbane, Australia",2016,3,The Perception of Live-sequenced Electronic Music via Hearing and Sight,NIME,Tilbe,female,Oğuzhan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.99,,,,,,,,,,,,,,,
"[u'Dominic Becking', u'Christine Steinmeier', u'Philipp Kroos']",Dominic,male,"Brisbane, Australia",2016,3,Drum-Dance-Music-Machine: Construction of a Technical Toolset for Low-Threshold Access to Collaborative Musical Performance,NIME,Christine,female,Philipp,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.0,1.0,,,,,,,,,,,,,,,
"[u'Christopher Benson', u'Bill Manaris', u'Seth Stoudenmier', u'Timothy Ward']",Christopher,male,"Brisbane, Australia",2016,4,SoundMorpheus: A Myoelectric-Sensor Based Interface for Sound Spatialization and Shaping,NIME,Bill,male,Seth,male,Timothy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'Edgar Berdahl', u'Danny Holmes', u'Eric Sheffield']",Edgar,male,"Brisbane, Australia",2016,3,Wireless Vibrotactile Tokens for Audio-Haptic Interaction with Touchscreen Interfaces,NIME,Danny,male,Eric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.95,1.0,,,,,,,,,,,,,,,
"[u'Edgar Berdahl', u'Andrew Pfalz', u'Stephen David Beck']",Edgar,male,"Brisbane, Australia",2016,3,Very Slack Strings: A Physical Model and Its Use in the Composition Quartet for Strings,NIME,Andrew,male,Stephen,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
[u'Henning Berg'],Henning,male,"Brisbane, Australia",2016,1,Tango: Software for Computer-Human Improvisation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Kirandeep Bhumber', u'Nancy Lee', u'Brian Topp']",Kirandeep,male,"Brisbane, Australia",2016,3,Pendula: An Interactive Swing Installation and Performance Environment,NIME,Nancy,female,Brian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"[u'Astrid Bin', u'Nick Bryan-Kinns', u'Andrew P. McPherson']",Astrid,female,"Brisbane, Australia",2016,3,Skip the Pre-Concert Demo: How Technical Familiarity and Musical Style Affect Audience Response,NIME,Nick,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,,
"[u'John Bowers', u'John Richards', u'Tim Shaw', u'Jim Frieze', u'Ben Freeth', u'Sam Topley', u'Neal Spowage', u'Steve Jones', u'Amit Patel', u'Li Rui']",John,male,"Brisbane, Australia",2016,10,One Knob To Rule Them All: Reductionist Interfaces for Expansionist Research,NIME,John,male,Tim,male,Jim,male,Ben,male,Sam,male,Neal,male,Steve,male,Amit,male,Li,female,,,,,,,,,,,,,,,0.99,0.99,0.99,1.0,0.99,0.76,1.0,1.0,0.99,0.66,,,,,,,,
"[u'Oliver Bown', u'Sam Ferguson']",Oliver,male,"Brisbane, Australia",2016,2,A Musical Game of Bowls Using the DIADs,NIME,Sam,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.76,,,,,,,,,,,,,,,,
"[u'Dom Brown', u'Nathan Renney', u'Adam Stark', u'Chris Nash', u'Tom Mitchell']",Dom,male,"Brisbane, Australia",2016,5,Leimu: Gloveless Music Interaction Using a Wrist Mounted Leap Motion,NIME,Nathan,male,Adam,male,Chris,male,Tom,male,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.0,1.0,0.93,1.0,,,,,,,,,,,,,
"[u'Cem Cakmak', u'Anil Camci', u'Angus Forbes']",Cem,male,"Brisbane, Australia",2016,3,Networked Virtual Environments as Collaborative Music Spaces,NIME,Anil,male,Angus,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,,,,,,,,,,,,,,,
[u'Benedict Carey'],Benedict,male,"Brisbane, Australia",2016,1,SpectraScore VR: Networkable virtual reality software tools for real-time composition and performance,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Benjamin Carey', u'Andrew Johnston']",Benjamin,male,"Brisbane, Australia",2016,2,Reflection On Action in NIME Research: Two Complementary Perspectives,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Antonio Deusany de Carvalho Junior', u'Sang Won Lee', u'Georg Essl']",Antonio,male,"Brisbane, Australia",2016,3,Understanding Cloud Support for the Audience Participation Concert Performance of Crowd in C[loud],NIME,Sang,male,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.84,1.0,,,,,,,,,,,,,,,
"[u'Herbert H.C. Chang', u'Spencer Topel']",Herbert,male,"Brisbane, Australia",2016,2,Electromagnetically Actuated Acoustic Amplitude Modulation Synthesis,NIME,Spencer,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,,
"[u'Juliana Cherston', u'Ewan Hill', u'Steven Goldfarb', u'Joseph Paradiso']",Juliana,female,"Brisbane, Australia",2016,4,Musician and Mega-Machine: Compositions Driven by Real-Time Particle Collision Data from the ATLAS Detector,NIME,Ewan,male,Steven,male,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.99,,,,,,,,,,,,,,
"[u'Matthew Dabin', u'Terumi Narushima', u'Stephen Beirne', u'Christian Ritz', u'Kraig Grady']",Matthew,male,"Brisbane, Australia",2016,5,{3D} Modelling and Printing of Microtonal Flutes,NIME,Terumi,female,Stephen,male,Christian,male,Kraig,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.99,1.0,,,,,,,,,,,,,
"[u'Benjamin James Eyes', u'Laurits Esben Jongejan']",Benjamin,male,"Brisbane, Australia",2016,2,"How to Stop Sound: Creating a light instrument and `Interruption' a piece for the Mimerlaven, Norberg Festival 2015.",NIME,Laurits,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u""Esteban G\\'{o}mez"", u'Javier Jaimovich']",Esteban,male,"Brisbane, Australia",2016,2,Designing a Flexible Workflow for Complex Real-Time Interactive Performances,NIME,Javier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
