Title,Author(s),,Year,Country
From Automatic Sound Analysis of Gameplay Footage [Echos] to the Understanding of Player Experience [Ethos]: an Interdisciplinary Approach to Feedback- Based Gameplay Metrics,"Marczak, Raphael; Hanna, Pierre; Rouas, Jean-Luc; van Vught, Jasper; Schott, Gareth",,2014,Greece
From Digital ‘Echos’ to virtual ‘ethos’: Ethical aspects of Music Technology,"Kosteletos, George; Georgaki, Anastasia",,2014,Greece
From Technological Investigation and Software Emulation to Music Analysis: An integrated approach to Barry Truax’s Riverrun,"Clarke, Michael; Dufeu, Frédéric; Manning, Peter",,2014,Greece
How blue is Mozart? Non verbal sensory scales for describing music qualities,"Murari, Maddalena; Rodà, Antonio; Da Pos, Osvaldo; Canazza, Sergio; De Poli, Giovanni; Sandri, Marta",,2014,Greece
"Lose control, gain influence - Concepts for Metacontrol","de Campo, Alberto",,2014,Greece
Music Systemisers and Music Empathisers – Do they rate expressiveness of computer generated performances the same?,"Schubert, Emery; De Poli, Giovanni; Roda, Antonio; Canazza, Sergio",,2014,Greece
OPERAcraft: Blurring the Lines between Real and Virtual,"Ico Bukvic, Ivica; Cahoon, Cody; Wyatt, Ariana; Cowden, Tracy; Dredger, Katie",,2014,Greece
"Realism, Art, Technology and Audiovisual Immersion into the Environment of the Ionian Islands","Loufopoulos, Apostolos; Heliades, George; Emmanouil, Minas; Matagkos, Fanis",,2014,Greece
The Ghost in the MP3,"Maguire, Ryan",,2014,Greece
"The Use of Rhythmograms in the Analysis of Electroacoustic Music, with Application to Normandeau’s Onomatopoeias Cycle","Hirst, David",,2014,Greece
Timbral Hauntings: An Interactive System Re-Interpreting the Present in Echoes of the Past,"Musick, Michael; Park, Tae Hong",,2014,Greece
Towards an Aesthetic of Electronic-Music Performance Practice,"Ciciliani, Marko",,2014,Greece
Towards Defining the Potential of Electroacoustic Infrasonic Music,"Story Crawshaw, Alexis",,2014,Greece
Zwischenräume - A Case Study in the Evaluation of Interactive Sound Installations,"Marentakis, Georgios; Pirrò, David; Kapeller, Raphael",,2014,Greece
A Genetic Algorithm Approach to Collaborative Music Creation on a Multi-Touch Table,"Klügel, Niklas; Lindström, Andreas; Groh, Georg",,2014,Greece
AutoRhythmGuitar: Computer-aided Composition for Rhythm Guitar in the Tab Space,"McVicar, Matt; Fukayama, Satoru; Goto, Masataka",,2014,Greece
Broadening Telematic Electroacoustic Music by Affective Rendering and Embodied Real-time Data Sonification,"Whalley, Ian",,2014,Greece
cage: a high-level library for real-time computer-aided composition,"Agostini, Andrea; Daubresse, Éric; Ghisi, Daniele",,2014,Greece
Interactive Performance Systems Conceptual interacting strategies in forming electroacoustic sound identities,"Kalodiki, Georgia",,2014,Greece
Considering Roughness to Describe and Generate Vertical Musical Structure in Content-Based Algorithmic-Assisted Audio Composition,"Bernardes, Gilberto; Davies, Matthew E. P.; Guedes, Carlos; Pennycook, Bruce",,2014,Greece
Declarative Composition and Reactive Control in Marsyas,"Leben, Jakob; Tzanetakis, George",,2014,Greece
Directed Transitional Composition for Gaming and Adaptive Music Using Q-Learning,"Cullimore, Jason; Hamilton, Howard; Gerhard, David",,2014,Greece
EmbodiComp: Embodied Interaction for Mixing and Composition,"El-Shimy, Dalia; Cowan, Steve; Cooperstock, Jeremy R.",,2014,Greece
Griddy: a Drawing Based Music Composition System with Multi-layered Structure,"Kim, Keunhyoung Luke; Seung Yeo, Woon",,2014,Greece
Kara: a BCI approach to composition,"Cádiz, Rodrigo F.; de la Cuadra, Patricio",,2014,Greece
Kuatro: A Motion-Based Framework for Interactive Music Installations,"Johnson, David; Manaris, Bill; Vassilandonakis, Yiorgos; Stoudenmier, Seth",,2014,Greece
Modelling the live-electronics in electroacoustic music using particle systems,"Perrotta, André V.; Menezes, Flo; Martins, Luis Gustavo",,2014,Greece
"Musical perspectives on composition, sonification and performace","de Götzen, Amalia; Bernardini, Nicola; Vidolin, Alvise",,2014,Greece
"NEYMA, interactive soundscape composition based on a low budget motion capture system.","Alessandretti, Stefano; Sparano, Giovanni",,2014,Greece
pOM: Linking Pen Gestures to Computer-Aided Composition Processes,"Garcia, Jérémie; Leroux, Philippe; Bresson, Jean",,2014,Greece
Principles of Visual Design for Computer Music,"Wang, Ge",,2014,Greece
Query-by-Multiple-Examples: Content-Based Search in Computer-Assisted Sound-Based Musical Composition,"Fernandes Tavares, Tiago; Manzolli, Jônatas",,2014,Greece
Real-time Breeding Composition System by means of Genetic Programming and Breeding Procedure,"Ando, Daichi",,2014,Greece
Real-time Music Composition through P-timed Petri Nets,"Baratè, Adriano; Haus, Goffredo; Ludovico, Luca A.",,2014,Greece
Sense: an electroacoustic composition for surround sound and tactile transducers,"Kokoras, Panayiotis",,2014,Greece
"Sound of Rivers: Stone Drum: a Multimedia Collaboration, with Sonified Data, Computer-Processed Narration, and Electric Violin","Nichols, Charles; Lorang, Mark; Gibbons, Mark; Bradley Browning, Nicole; Bushnell, Amber",,2014,Greece
Swarm Lake: A Game of Swarm Intelligence Human Interaction and Collaborative Music Composition,"Kaliakatsos–Papakostas, Maximos; Floros, Andreas; Drossos, Konstantinos; Koukoudis, Konstantinos; Kyzalas, Manolis; Kalantzis, Achilleas",,2014,Greece
Tangibility and Low-Level Live Coding,"Diapoulis, Georgios; Zannos, Ioannis",,2014,Greece
The Creation and Projection of Space-Source in Electroacoustic Music.,"Lotis, Theodoros",,2014,Greece
The Procedural Sounds and Music of ECHO::Canyon,"Hamilton, Robert",,2014,Greece
"Transcription, Adaptation and Maintenance in Live Electronic Performance with Acoustic Instruments","Furniss, Pete; Dudas, Richard",,2014,Greece
Translation as Technique: Collaboratively Creating an Electro-Acoustic Composition for Saxophone and Live Video Projection,"Jette, Christopher; Thomas, Kelland; Villegas, Javier; Graeme Forbes, Angus",,2014,Greece
“Topos” toolkit for Pure Data: exploring the spatial features of dance gestures for interactive musical applications,"Naveda, Luiz; Santana, Ivani",,2014,Greece
Bassline Pitch Prediction for Real-Time Performance Systems,"Robertson, Andrew",,2014,Greece
"Beyond the Beat: Towards Metre, Rhythm and Melody Modelling with Hybrid Oscillator Networks","Lambert, Andrew; Weyde, Tillman; Armstrong, Newton",,2014,Greece
Citygram One: One Year Later …,"Park, Tae Hong; Musick, Michael; Turner, John; Mydlarz, Charlie; Lee, Jun Hee; You, Jaeseong; DuBois, Luke",,2014,Greece
"Design process for interactive sound installations: the designer, the interactor and the system","Le Prado, Cécile; Natkin, Stéphane",,2014,Greece
ICE - towards distributed networked computermusic ensemble,"Ritsch, Winfried",,2014,Greece
Influence of Expressive Coupling in Ensemble Performance on Musicians’ Body Movement,"Mota, Davi; Loureiro, Maurício; Laboissière, Rafael",,2014,Greece
Mobile Phones as Ubiquitous Instruments: Towards Standardizing Performance Data on the Network,"Bowen, Nathan; Reeder, David",,2014,Greece
Movable Party: A bicycle-powered system for interactive musical performance,"Kemper, Steven; Hsu, Wendy F.; Sargent, Carey; Taylor, Josef; Wei, Linda",,2014,Greece
Polytempo Network: A System for Technology-Assisted Conducting,"Kocher, Philippe",,2014,Greece
Real-time Manipulation of Syncopation in Audio Loops,"Cocharro, Diogo; Sioros, George; Caetano, Marcelo; Davies, Matthew E.P.",,2014,Greece
StiffNeck: The Electroacoustic Music Performance Venue in a Box,"Eckel, Gerhard; Rumori, Martin",,2014,Greece
Tactile Composition: Configurations and communications for a musical haptic chair,"Armitage, Joanne; Ng, Kia",,2014,Greece
The Black Swan: Probable and Improbable Communcation Over Local and Geographically Displaced Networked Connections as a Musical Performance System,"Aska, Alyssa",,2014,Greece
A computer-mediated Interface for Jazz Piano Comping,"Dias, Rui; Guedes, Carlos; Marques, Telmo",,2014,Greece
A High-Level Review of Mappings in Musical iOS Applications,"Kell, Thor; Wanderley, Marcelo M.",,2014,Greece
A Hybrid Guitar Physical Model Controller: The BladeAxe,"Michon, Romain; Smith, Julius O.",,2014,Greece
AFFECTIVE JUKEBOX: A CONFIRMATORY STUDY OF EEG EMOTIONAL CORRELATES IN RESPONSE TO MUSICAL STIMULI,"Eaton, Joel; Williams, Duncan; Miranda, Eduardo",,2014,Greece
Animating Timbre - A User Study,"Soraghan, Sean",,2014,Greece
ArmKeyBoard: A Mobile Keyboard Instrument Based on Chord-scale System and Tonal Hierarchy,"Deng, Jun-qi; Chi Moon Lau, Francis; Kwok, Yu-kwong",,2014,Greece
AscoGraph: A User Interface for Sequencing and Score Following for Interactive Music,"Coffy, Thomas; Cont, Arshia; Giavitto, Jean-Louis",,2014,Greece
Being There & Being With: The Philosophical and Cognitive Notions of Presence and Embodiment in Virtual Instruments,"Luciani, Annie",,2014,Greece
Building a Gamelan from Bricks,"NGIAO, Tzu-En",,2014,Greece
Conceptual Blending in Biomusic Composition Space: The “Brainswarm” Paradigm,"Hadjileontiadis, Leontios J.",,2014,Greece
"Corporeality, Actions and Perceptions in Gestural Performance of Digital Music","Schacher, Jan C.",,2014,Greece
Creating a Place as a Medium for Musical Communication Using Multiple Electroencephalography,"Hamano, Takayuki; Ohmura, Hidefumi; Nakagawa, Ryu; Terasawa, Hiroko; Hoshi-Shiba, Reiko; Okanoya, Kazuo; Furukawa, Kiyoshi",,2014,Greece
CriticalEd: A Tool for Assisting with the Creation of Critical Commentaries,"Mølholt Kjellberg, Caspar; Meredith, David",,2014,Greece
"Implementations of the Leap Motion in sound synthesis, effects modulation and assistive performance tools","Hantrakul, Lamtharn; Kaczmarek, Konrad",,2014,Greece
Infrared vs. Ultrasonic Finger Detection on a Virtual Piano Keyboard,"De Pra, Yuri; Fontana, Federico; Tao, Linmi",,2014,Greece
Leap Motion As Expressive Gestural Interface,"Ritter, Martin; Aska, Alyssa",,2014,Greece
"Little Drummer Bot: Building, Testing, and InterfacingWith a New Expressive Mechatronic Drum System","Murphy, Jim; Carnegie, Dale A.; Kapur, Ajay",,2014,Greece
"MAPPING MOTION TO TIMBRE: ORIENTATION, FM SYNTHESIS AND SPECTRAL FILTERING","Neuman, Israel; Okpala, Charles; Bonezzi, Cesar E.",,2014,Greece
"Mechatronic Keyboard Music: Design, Evaluation, and Use of a New Mechatronic Harmonium","Murphy, Jim; Kapur, Ajay; Carnegie, Dale A.",,2014,Greece
miniAudicle for iPad: Touchscreen-based Music Software Programming,"Salazar, Spencer; Wang, Ge",,2014,Greece
MoveOSC — Smart Watches in Mobile Music Performance,"Migicovsky, Alex; Scheinerman, Jonah; Essl, Georg",,2014,Greece
Multi-touch Interface for Acousmatic Music Spatialization,"Le Vaillant, Gwendal; Giot, Rudi",,2014,Greece
Mutor: Drone Chorus of Metrically Muted Motors,"Zareei, Mo H.; Carnegie, Dale A.; Kapur, Ajay; McKinnon, Dugal",,2014,Greece
"NICO: An Open-Source Interface, Bridging the Gap Between Musician and Tesla Coil","Johnston, Blake; Bailey, Josh; McKinnon, Dugal",,2014,Greece
"NLN-live, an application for live nonlinear and interactive instrumental music","van Nispen tot Pannerden, Than",,2014,Greece
Organic Oscillator: Experiments using Natural Oscillation Sources from Audiences,"Fan, Yuan-Yi",,2014,Greece
P300 Harmonies: A Brain-Computer Musical Interface,"Vamvakousis, Zacharias; Ramirez, Rafael",,2014,Greece
Scaling Up Live Internet Performance with The Global Net Orchestra,"Dannenberg, Roger B.; Neuendorffer, Tom",,2014,Greece
SCULPTON: A MALLEABLE TANGIBLE INTERFACE FOR SOUND SCULPTING,"Boem, Alberto",,2014,Greece
Sensors2PD: Mobile sensors and WiFi information as input for Pure Data,"Deusany de Carvalho Junior, Antonio",,2014,Greece
SkipStep: A Multi-Paradigm Touch-screen Instrument,"Sarwate, Avneesh; Snyder, Jeff",,2014,Greece
"Tangibility, Presence, Materiality, Reality in Artistic Creation with Digital Technology","Cadoz, Claude; Luciani, Annie; Villeneuve, Jérôme; Kontogeorgakopoulos, Alexandros; Zannos, Iannis",,2014,Greece
TC-Data: Extending Multi-Touch Interfaces for Generalized Relational Control,"Schlei, Kevin",,2014,Greece
The Breath Engine: Challenging Biological and Technological Boundaries through the Use of NK Complex Adaptive Systems,"Cantrell, Joe; Zyskowski, Colin; Ceccato, Drew",,2014,Greece
The feature extraction based hypersampler in Il grifo nelle perle nere: a bridge between player and instrument paradigm,"Marinoni, Marco",,2014,Greece
Towards Touch Screen Live Instruments with Less Risk: A Gestural Approach,"Jangwon Lee, Edward; Seung Yeo, Woon",,2014,Greece
Turnector: Tangible ControlWidgets For Capacitive Touchscreen Devices,"Rutter, Edward Kingsley; Mitchell, Tom; Nash, Chris",,2014,Greece
Unisoner: An Interactive Interface for Derivative Chorus Creation from Various Singing Voices on the Web,"Tsuzuki, Keita; Nakano, Tomoyasu; Goto, Masataka; Yamada, Takeshi; Makino, Shoji",,2014,Greece
tactile.motion: An iPad Based Performance Interface For Increased Expressivity In Diffusion Performance,"Johnson, Bridget; Norris, Michael; Kapur, Ajay",,2014,Greece
Ambisonics User Defined Opcodes for Csound,"Neukom, Martin",,2014,Greece
An Agent Based Approach to Interaction and Composition,"Pearse, Stephen; Moore, David",,2014,Greece
ImmLib - A new library for immersive spatial composition,"Cerdeira Negrão, Miguel",,2014,Greece
Introducing the Zirkonium MK2 System for Spatial Composition,"Wagner, David; Brümmer, Ludger; Dipper, Götz; Otto, Jochen Arne",,2014,Greece
Orchestrating wall reflections in space by icosahedral loudspeaker: findings from first artistic research exploration,"Sharma, Gerriet K.; Zotter, Franz; Frank, Matthias",,2014,Greece
SPATIAL AND KINEMATIC MODELS FOR PROCEDURAL AUDIO IN 3D VIRTUAL ENVIRONMENTS,"Pecino, Ignacio",,2014,Greece
SPATIAL UTILIZATION OF SENSORY DISSONANCE AND THE CREATION OF SONIC SCULPTURE,"Hansen, Brian",,2014,Greece
The Future of Spatial Computer Music,"Lyon, Eric",,2014,Greece
"The HOA library, review and prospects","Sèdes, Anne; Pierre, Guillot; Eliott, Paris",,2014,Greece
The SpatDIF library – Concepts and Practical Applications in Audio Software,"Schacher, Jan C.; Miyama, Chikashi; Lossius, Trond",,2014,Greece
Towards Open 3D Sound Diffusion Systems,"Lopez-Lezcano, Fernando",,2014,Greece
A Paradigm Shift for Modelling Sound Sensation,"Mourjopoulos, John N.",,2014,Greece
About the Different Types of Listeners for Rating the Overall Listening Experience,"Schoeffler, Michael; Herre, Jürgen",,2014,Greece
"ALARM/WILL/SOUND: PERCEPTION, CHARACTERIZATION, ACOUSTIC MODELING, AND DESIGN OF MODIFIED CAR ALARMS","Sigman, Alexander; Misdariis, Nicolas",,2014,Greece
Color and emotion caused by auditory stimuli,"Partesotti, Elena; Fernandes Tavares, Tiago",,2014,Greece
EVALUATING PERCEPTUAL SEPARATION IN A PILOT SYSTEM FOR AFFECTIVE COMPOSITION,"Williams, Duncan; Kirke, Alexis; Miranda, Eduardo; Daly, Ian; Roesch, Etienne B.; Weaver, James C. E.; Nasuto, Slawomir J. Nasuto",,2014,Greece
Human Perception of the Soundscape in a Metropolis through the Phenomenology of Neural Networks,"Santucci, Enrica; Ludovico, Luca A.",,2014,Greece
Loudness Normalisation: Paradigm Shift or Placebo for the Use of Hyper-Compression in Pop Music?,"Ronan, Malachy; Sazdov, Robert; Ward, Nicholas",,2014,Greece
Musical Timbre and Emotion: The Identification of Salient Timbral Features in Sustained Musical Instrument Tones Equalized in Attack Time and Spectral Centroid,"Wu, Bin; Horner, Andrew; Lee, Chung",,2014,Greece
μTunes: A Study of Musicality Perception in an Evolutionary Context,"Sidorov, Kirill; Hawkins, Robin; Jones, Andrew; Marshall, David",,2014,Greece
Optimal Acoustic Reverberation Evaluation of Byzantine Chanting in Churches,"Mourjopoulos, John; Papadakos, Charalambos; Kamaris, Gavriil; Chryssochoidis, Georgios; Kouroupetoglou, Georgios",,2014,Greece
Perception of Interactive Vibrotactile Cues on the Acoustic Grand and Upright Piano,"Fontana, Federico; Avanzini, Federico; Järveläinen, Hanna; Papetti, Stefano; Zanini, Francesco; Zanini, Valerio",,2014,Greece
Perceptual Characterization of a Tactile Display for a Live-Electronics Notification System,"Frid, Emma; Giordano, Marcello; Schumacher, Marlon; Wanderley, Marcelo M.",,2014,Greece
Resolving Octave Ambiguities: A Cross-dataset Investigation,"Su, Li; Yu, Li-Fan; Yang, Yi-Hsuan; Lai, Hsin-Yu",,2014,Greece
